,term_begin_date,course_title,percentage_pass,total_count
12245,2020-08-24,Healthcare Ethics,100.0,27
12246,2020-08-24,Healthcare Finance,100.0,61
12247,2020-08-24,Healthcare Financial Management,100.0,17
12248,2020-08-24,Healthcare Management,100.0,39
12249,2020-08-24,Healthcare Quality Management,100.0,10
12250,2020-08-24,Hearing Aids I,100.0,6
12251,2020-08-24,Hearing Loss and Audiometry,100.0,83
12252,2020-08-24,Heat and Mass Transfer,93.61702127659575,47
12253,2020-08-24,Hematology Oncology,0.0,2
12254,2020-08-24,Hematopathology Clerkship,0.0,2
12255,2020-08-24,High Intensity Interval Training,0.0,2
12256,2020-08-24,High Performance and Parallel Computing,100.0,25
12257,2020-08-24,Histopathology,100.0,1
12258,2020-08-24,History & Systems of Psychology,85.71428571428571,7
12259,2020-08-24,History Behind the Headlines,94.73684210526315,19
12260,2020-08-24,History Matters,93.18181818181817,44
12261,2020-08-24,History and Methods,92.3076923076923,13
12262,2020-08-24,History and Theories of Planning,100.0,14
12263,2020-08-24,History of Britain up to Norman Conquest,100.0,28
12264,2020-08-24,History of Jazz,94.76190476190476,210
12265,2020-08-24,History of Mathematics,95.65217391304348,23
12266,2020-08-24,History of Slavery in the U.S.A.,84.21052631578947,19
12267,2020-08-24,History of Sociological Theory,100.0,15
12268,2020-08-24,History of Theatre and Drama II,76.74418604651163,43
12269,2020-08-24,History of Western Music I,94.91525423728814,59
12270,2020-08-24,History of the English Language,91.30434782608695,23
12271,2020-08-24,Honors First-Year Seminar,99.72752043596729,367
12272,2020-08-24,Honors Independent Study,100.0,9
12273,2020-08-24,Honors Internship,100.0,2
12274,2020-08-24,Honors Project,100.0,1
12275,2020-08-24,Honors Project I,100.0,1
12276,2020-08-24,Honors Project II,100.0,1
12277,2020-08-24,Honors Project in Creative Writing,100.0,2
12278,2020-08-24,Honors Research,100.0,11
12279,2020-08-24,Honors Research Practicum,100.0,13
12280,2020-08-24,Honors Research Project,100.0,1
12281,2020-08-24,Honors Research in Biology,100.0,15
12282,2020-08-24,Honors Research in Neuroscience,100.0,9
12283,2020-08-24,Honors Seminar,100.0,16
12284,2020-08-24,Honors Seminar for Presidential Scholars,98.21428571428571,56
12285,2020-08-24,Honors Seminar in Fiction,100.0,35
12286,2020-08-24,Honors Seminar on the Study of Politics,100.0,9
12287,2020-08-24,"Honors Seminar: American Lit, 20/21 C",100.0,10
12288,2020-08-24,"Honors Seminar: British Lit, 18/19 C",100.0,15
12289,2020-08-24,Honors Senior Thesis,100.0,2
12290,2020-08-24,Honors Service Learning,100.0,1
12291,2020-08-24,Honors Teaching Practicum,100.0,49
12292,2020-08-24,Honors Thesis,100.0,17
12293,2020-08-24,Honors Thesis Research,100.0,6
12294,2020-08-24,Honors Thesis in Accounting,100.0,3
12295,2020-08-24,Honors Thesis in Business,100.0,1
12296,2020-08-24,Honors Thesis in Business Analytics,100.0,1
12297,2020-08-24,Honors Thesis in Economics,100.0,2
12298,2020-08-24,Honors Thesis in Finance,100.0,3
12299,2020-08-24,Honors Thesis in Geoscience,100.0,1
12300,2020-08-24,Honors Thesis in Marketing,100.0,1
12301,2020-08-24,Honors Thesis or Project,100.0,3
12302,2020-08-24,Honors Undergraduate Res in Microbiology,100.0,8
12303,2020-08-24,Honors Writing Fellows: Wr Theory&Pract,100.0,14
12304,2020-08-24,Honors in Computer Sci or Informatics,100.0,3
12305,2020-08-24,Honors in Social Work,100.0,2
12306,2020-08-24,Honors in Studio Art,100.0,4
12307,2020-08-24,Honors: Research and Thesis,100.0,1
12308,2020-08-24,Hospital Pharmacy Rotation,0.0,4
12309,2020-08-24,Human Anatomy,96.09929078014184,282
12310,2020-08-24,Human Anatomy Laboratory,98.21428571428571,112
12311,2020-08-24,Human Anatomy and Physiology,86.66666666666667,15
12312,2020-08-24,Human Behavior in the Social Environment,99.0,100
12313,2020-08-24,Human Biology,95.96412556053812,223
12314,2020-08-24,Human Development Through the Life Span,85.71428571428571,56
12315,2020-08-24,Human Factors,100.0,37
12316,2020-08-24,Human Factors in Aviation,100.0,14
12317,2020-08-24,Human Genetics and Disease,96.7741935483871,31
12318,2020-08-24,Human Genetics and Public Health,95.23809523809523,21
12319,2020-08-24,Human Growth and Motor Development,84.84848484848484,165
12320,2020-08-24,Human Impacts on the Environment,95.67901234567901,162
12321,2020-08-24,Human Memory,97.22222222222221,36
12322,2020-08-24,Human Origins,95.52238805970148,134
12323,2020-08-24,Human Physiology,88.67924528301887,53
12324,2020-08-24,Human Physiology Laboratory,96.875,96
12325,2020-08-24,Human Physiology for Dental Students,98.93617021276596,94
12326,2020-08-24,Human Physiology with Laboratory,95.65217391304348,69
12327,2020-08-24,Human Relations for the Classroom Teachr,100.0,106
12328,2020-08-24,Human Rights Advocacy,100.0,21
12329,2020-08-24,Human Sexuality,92.3076923076923,13
12330,2020-08-24,"Human Sexuality, Diversity, and Society",95.65217391304348,23
12331,2020-08-24,Human-Computer Interaction,95.45454545454545,44
12332,2020-08-24,Hungry Planet Global Geographies of Food,100.0,15
12333,2020-08-24,Hydrology,100.0,11
12334,2020-08-24,IBA Student Development Seminar,95.45454545454545,22
12335,2020-08-24,ICRU Research Ambassador,100.0,16
12336,2020-08-24,IIE Communication Skills - Low Intermed,100.0,5
12337,2020-08-24,IIE Communication Skills: Advanced,100.0,11
12338,2020-08-24,IIE Communication Skills: High Intermed,100.0,10
12339,2020-08-24,IIE Communication Skills: Intermediate,100.0,4
12340,2020-08-24,IIE Grammar: Intermediate,50.0,4
12341,2020-08-24,IIE Grammar: Low Intermediate,100.0,6
12342,2020-08-24,IIE Listening Skills: Advanced,100.0,11
12343,2020-08-24,IIE Listening Skills: High Intermediate,100.0,10
12344,2020-08-24,IIE Reading: Advanced,90.9090909090909,11
12345,2020-08-24,IIE Reading: High Intermediate,90.0,10
12346,2020-08-24,IIE Reading: Intermediate,100.0,4
12347,2020-08-24,IIE Reading: Low Intermediate,100.0,6
12348,2020-08-24,IIE Writing: Advanced,81.81818181818183,11
12349,2020-08-24,IIE Writing: High Intermediate,100.0,10
12350,2020-08-24,IIE Writing: Intermediate,100.0,4
12351,2020-08-24,IIE Writing: Low Intermediate,100.0,6
12352,2020-08-24,IP: Dermatology & Sensory,94.73684210526315,114
12353,2020-08-24,IP: Endocrine,94.64285714285714,112
12354,2020-08-24,IP: Gastroenterology and Nutrition,98.87640449438202,89
12355,2020-08-24,IP: Genitourinary and Reproductive,94.64285714285714,112
12356,2020-08-24,IP: Musculoskeletal,83.33333333333334,114
12357,2020-08-24,IP: Oncology and Hematology,94.3820224719101,89
12358,2020-08-24,"IP: Renal, Fluids and Electrolytes",96.62921348314607,89
12359,2020-08-24,IP: Respiratory and Allergy,98.87640449438202,89
12360,2020-08-24,Identifying/Developing Glbal Health Proj,100.0,19
12361,2020-08-24,Immigration Law and Policy,100.0,43
12362,2020-08-24,Immigration Politics,100.0,39
12363,2020-08-24,Immunology and Human Disease,100.0,40
12364,2020-08-24,Immunology in Health and Disease,97.14285714285714,35
12365,2020-08-24,Improv for Engineers & the Curious,100.0,14
12366,2020-08-24,Inclusive Recreation,100.0,30
12367,2020-08-24,Income Measurement and Asset Valuation,100.0,76
12368,2020-08-24,Ind Rdgs & Rsrch Gndr/Wmn/Sexuality Std,100.0,1
12369,2020-08-24,Ind Sport & Recreation Field Experience,95.23809523809523,42
12370,2020-08-24,Independ Study in Anatomy & Cell Biology,100.0,1
12371,2020-08-24,Independent Capstone Project,100.0,6
12372,2020-08-24,Independent Choreography,100.0,1
12373,2020-08-24,Independent Project in Global Health,100.0,1
12374,2020-08-24,Independent Research Project,100.0,8
12375,2020-08-24,Independent Research and Writing,0.0,2
12376,2020-08-24,Independent Research in Neuroscience,100.0,7
12377,2020-08-24,Independent Study,100.0,48
12378,2020-08-24,Independent Study in Biostatistics,100.0,1
12379,2020-08-24,Independent Study in Planning,100.0,1
12380,2020-08-24,Independent Study in Science Ed Research,100.0,1
12381,2020-08-24,Independent Study: Anthropology,100.0,5
12382,2020-08-24,Independent Study: Dental Public Health,100.0,1
12383,2020-08-24,Indigenous Art Activism & Social Justice,93.33333333333333,15
12384,2020-08-24,Indiv Investigatns Civil & Environ Eng,100.0,4
12385,2020-08-24,Indiv Research or Programming Project,93.75,16
12386,2020-08-24,Indiv Sanskrit for Advanced Students,100.0,3
12387,2020-08-24,Individ Instrct in Psych & Quant Found,100.0,4
12388,2020-08-24,Individual Instruction,100.0,2
12389,2020-08-24,Individual Instruction - Undergraduate,100.0,2
12390,2020-08-24,Individual Investigations Electrical Eng,100.0,3
12391,2020-08-24,Individual Investigations Mechanical Eng,100.0,3
12392,2020-08-24,Individual Korean for Advanced Students,100.0,1
12393,2020-08-24,Individual Study,100.0,8
12394,2020-08-24,Individual Study & Honors in Mathematics,100.0,1
12395,2020-08-24,Individual Study: Graduate,100.0,6
12396,2020-08-24,Individual Study: Graduates,100.0,2
12397,2020-08-24,Individual Study: Undergraduate,100.0,4
12398,2020-08-24,Individual Study: Undergraduates,100.0,1
12399,2020-08-24,Individualized Instruction,100.0,3
12400,2020-08-24,Individually Arranged Medicine Elective,0.0,1
12401,2020-08-24,"Individuals, Teams, and Organizations",97.1830985915493,71
12402,2020-08-24,Indoor Group Cycling,0.0,2
12403,2020-08-24,Industrial Engineering Design Project,100.0,17
12404,2020-08-24,Industrial Engineering Sophomore Seminar,0.0,2
12405,2020-08-24,Industry Analysis,93.10344827586206,29
12406,2020-08-24,Inequality in American Sport,92.92035398230088,226
12407,2020-08-24,Information Behavior,92.85714285714286,14
12408,2020-08-24,Information Systems,97.38317757009347,535
12409,2020-08-24,Information Systems Capstone,100.0,7
12410,2020-08-24,Information Visualization,100.0,78
12411,2020-08-24,Information and Inquiry,90.47619047619048,21
12412,2020-08-24,Injury and Violence Prevention,100.0,51
12413,2020-08-24,Innovative Team Leadership MSL201,100.0,22
12414,2020-08-24,Inorganic Chemistry Laboratory,91.66666666666666,12
12415,2020-08-24,Instr Coaching for Teaching Excellence,95.0,20
12416,2020-08-24,Instructional Design and Technology,0.0,1
12417,2020-08-24,Instrumental Methods and Materials,100.0,17
12418,2020-08-24,Instrumental Techniques,95.45454545454545,22
12419,2020-08-24,Instrumentation in Perfusion Technology,100.0,5
12420,2020-08-24,Int'l Economic Environment of the Firm,100.0,56
12421,2020-08-24,Int'l Trade Lw: Basic Norms & Regulation,100.0,12
12422,2020-08-24,Integrated Disability Studies Practicum,100.0,7
12423,2020-08-24,Integrated Marketing Communications,100.0,50
12424,2020-08-24,Integrated Socl Work Theory & Practice I,100.0,19
12425,2020-08-24,Integrative Physiology Seminar,100.0,9
12426,2020-08-24,Intellectual Disability,0.0,2
12427,2020-08-24,"Intensive Care Unit Trauma, IA Methodist",0.0,2
12428,2020-08-24,Intercultural Communication,100.0,24
12429,2020-08-24,Interdis Geriatric Patient Assess I,100.0,2
12430,2020-08-24,Interdisc Research American Studies,100.0,11
12431,2020-08-24,Interdisciplinary Environmental Seminar,0.0,3
12432,2020-08-24,Interdisciplinary Issues in Disabilities,100.0,14
12433,2020-08-24,Intermed Mechanics of Deformable Bodies,100.0,15
12434,2020-08-24,Intermediate Ballet for Nonmajors,100.0,9
12435,2020-08-24,Intermediate French I,97.05882352941177,68
12436,2020-08-24,Intermediate French II,88.23529411764706,51
12437,2020-08-24,Intermediate German I,94.5945945945946,37
12438,2020-08-24,Intermediate German II,94.44444444444444,36
12439,2020-08-24,Intermediate Heat Transfer,100.0,13
12440,2020-08-24,Intermediate Hip Hop Dance,100.0,12
12441,2020-08-24,Intermediate Italian I,97.36842105263158,38
12442,2020-08-24,Intermediate Italian II,100.0,7
12443,2020-08-24,Intermediate Jazz,100.0,14
12444,2020-08-24,Intermediate Jazz Improvisation,100.0,6
12445,2020-08-24,Intermediate Kinematics and Dynamics,85.71428571428571,7
12446,2020-08-24,Intermediate Laboratory,100.0,13
12447,2020-08-24,Intermediate Macroeconomics,95.45454545454545,88
12448,2020-08-24,Intermediate Mechanics of Fluids,90.0,10
12449,2020-08-24,Intermediate Microeconomics,95.09803921568627,102
12450,2020-08-24,Intermediate Modern Standard Arabic I,96.15384615384616,26
12451,2020-08-24,"Intermediate Rdg & Lang Arts Mthds, 3-6",100.0,53
12452,2020-08-24,Intermediate Spanish I,93.7062937062937,286
12453,2020-08-24,Intermediate Spanish II,99.08675799086758,219
12454,2020-08-24,Intermediate Statistical Methods,100.0,12
12455,2020-08-24,Intermediate Steel Band,100.0,19
12456,2020-08-24,Intermediate Swahili I,98.52941176470588,68
12457,2020-08-24,Intern Seminar: Critical Issues in Educ,100.0,18
12458,2020-08-24,Internal Medicine On Campus,0.0,4
12459,2020-08-24,International Business Environment,94.5945945945946,37
12460,2020-08-24,International Conflict,94.28571428571428,35
12461,2020-08-24,International Criminal Law,100.0,14
12462,2020-08-24,International Finance,98.0392156862745,51
12463,2020-08-24,International Literature Today,89.28571428571429,28
12464,2020-08-24,International Marketing,100.0,34
12465,2020-08-24,International Politics,100.0,7
12466,2020-08-24,Internship in Music Therapy,100.0,7
12467,2020-08-24,Internship in Supervision,100.0,3
12468,2020-08-24,Internship in Teaching,100.0,2
12469,2020-08-24,Interpersonal Communication,95.37037037037037,216
12470,2020-08-24,Interpersonal Effectiveness,95.0,40
12471,2020-08-24,Interpersonal Skills Laboratory,0.0,2
12472,2020-08-24,Interpersonal Violence in Society,79.59183673469387,49
12473,2020-08-24,Interpretation of Non-German Art Song,100.0,7
12474,2020-08-24,Interprof Educ & Pract MPH Students III,0.0,1
12475,2020-08-24,Interscholastic Athl Admin Field Exp,100.0,7
12476,2020-08-24,Intl & Comparative Labor & Employmnt Law,100.0,10
12477,2020-08-24,Intro & Practicum: Secondary English,100.0,14
12478,2020-08-24,Intro & Prct: Secondary Social Studies,100.0,9
12479,2020-08-24,Intro Astronomy I: Basic Astrophysics,93.10344827586206,29
12480,2020-08-24,Intro College Teaching Social Workers,100.0,4
12481,2020-08-24,Intro Counsel Psych Practice/Research I,100.0,9
12482,2020-08-24,Intro Healthcare Organization & Policy,100.0,36
12483,2020-08-24,Intro Humn Genetics,100.0,48
12484,2020-08-24,Intro Latina/o/x Communication & Culture,95.45454545454545,44
12485,2020-08-24,Intro Pharm Sciences: Drug Development,96.55172413793103,29
12486,2020-08-24,Intro Spanish-English Interpretation,100.0,8
12487,2020-08-24,Intro Wrkshp Creative Writing in Spanish,100.0,14
12488,2020-08-24,Intro to AI & Machine Learning in Engr,100.0,9
12489,2020-08-24,Intro to Clinical Concepts for Nursing,100.0,80
12490,2020-08-24,Intro to Clinical Prosthodontics I,0.0,4
12491,2020-08-24,Intro to Educating Gifted Students,96.15384615384616,26
12492,2020-08-24,Intro to Education and RAPIL,100.0,39
12493,2020-08-24,Intro to Environmental Remote Sensing,100.0,8
12494,2020-08-24,Intro to Environmental Sciences Lab,91.66666666666666,12
12495,2020-08-24,Intro to Epi Data Management & Analysis,100.0,33
12496,2020-08-24,Intro to Evidence-Based Dentistry I,100.0,83
12497,2020-08-24,"Intro to Gender, Wmn & Sexuality Studies",99.24812030075188,133
12498,2020-08-24,Intro to Graduate Studies in History,100.0,4
12499,2020-08-24,Intro to Health Promotion & Disease Prev,93.93939393939394,33
12500,2020-08-24,Intro to Hebrew Bible/Old Testament,100.0,29
12501,2020-08-24,Intro to Higher Educ & Student Affairs,100.0,17
12502,2020-08-24,Intro to Mathematical Statistics I,100.0,72
12503,2020-08-24,Intro to Networks and Their Applications,96.0,50
12504,2020-08-24,Intro to Ordinary Differential Equations,92.10526315789474,38
12505,2020-08-24,Intro to Physical Medicine and Rehab,0.0,4
12506,2020-08-24,Intro to Political Thought and Action,100.0,15
12507,2020-08-24,Intro to Reading & Writing in Literature,100.0,19
12508,2020-08-24,Intro to Screenwriting for Nonmajors,78.94736842105263,19
12509,2020-08-24,Intro to Sociological Data Analysis,100.0,16
12510,2020-08-24,Intro to Speech & Hearing Proces & Disor,95.29411764705881,85
12511,2020-08-24,Intro to Translational Biomedicine,100.0,5
12512,2020-08-24,Intro to Wind and Percussion Instruments,100.0,8
12513,2020-08-24,Intro to the Criminal Justice System,98.87640449438202,89
12514,2020-08-24,Introduction & Practicum: Music,100.0,9
12515,2020-08-24,Introduction African American Religions,92.5925925925926,27
12516,2020-08-24,Introduction Spanish American Cultures,100.0,26
12517,2020-08-24,Introduction to Abstract Algebra I,80.76923076923077,26
12518,2020-08-24,Introduction to African American Society,94.28571428571428,70
12519,2020-08-24,Introduction to Algebra I,100.0,9
12520,2020-08-24,Introduction to Algebraic Topology,100.0,11
12521,2020-08-24,Introduction to American Architecture,95.45454545454545,22
12522,2020-08-24,Introduction to American Foreign Policy,94.375,320
12523,2020-08-24,Introduction to American Politics,88.78504672897196,214
12524,2020-08-24,Introduction to American Studies,89.28571428571429,28
12525,2020-08-24,Introduction to Analysis I,100.0,13
12526,2020-08-24,Introduction to Arts Management,92.85714285714286,14
12527,2020-08-24,Introduction to Astrophysics I,92.3076923076923,13
12528,2020-08-24,Introduction to Behavioral Neuroscience,95.81589958158996,239
12529,2020-08-24,Introduction to Bilingualism,83.33333333333334,18
12530,2020-08-24,Introduction to Biostatistics,99.09909909909909,111
12531,2020-08-24,Introduction to Child Life,97.87234042553192,47
12532,2020-08-24,Introduction to Climatology,96.0,25
12533,2020-08-24,Introduction to Clinical Epidemiology,100.0,14
12534,2020-08-24,Introduction to Clinical Psychology,96.67673716012085,331
12535,2020-08-24,Introduction to Cognitive Neuroscience,98.46153846153847,65
12536,2020-08-24,Introduction to Cognitive Psychology,93.33333333333333,240
12537,2020-08-24,Introduction to Comparative Politics,94.47236180904522,199
12538,2020-08-24,Introduction to Computer Science,84.61538461538461,65
12539,2020-08-24,Introduction to Counseling Psychology,96.3963963963964,111
12540,2020-08-24,Introduction to Couple & Family Therapy,95.23809523809523,42
12541,2020-08-24,Introduction to Creative Nonfiction,93.33333333333333,45
12542,2020-08-24,Introduction to Criminology,86.95652173913044,230
12543,2020-08-24,Introduction to Dance Studies,94.73684210526315,19
12544,2020-08-24,Introduction to Dental Public Health,100.0,16
12545,2020-08-24,Introduction to Developmental Biology,97.2972972972973,37
12546,2020-08-24,Introduction to Developmental Science,91.73228346456693,254
12547,2020-08-24,Introduction to Differential Geometry I,100.0,4
12548,2020-08-24,Introduction to Digital Design,95.45454545454545,110
12549,2020-08-24,Introduction to Disability Studies,91.66666666666666,84
12550,2020-08-24,Introduction to Discrete Mathematics,100.0,29
12551,2020-08-24,Introduction to Earth Science,97.6401179941003,339
12552,2020-08-24,Introduction to Earth Science Laboratory,100.0,4
12553,2020-08-24,Introduction to Econometrics,88.46153846153845,52
12554,2020-08-24,Introduction to Engineering Computing,92.7437641723356,441
12555,2020-08-24,Introduction to Environmental Literature,100.0,28
12556,2020-08-24,Introduction to Environmental Science,92.89340101522842,197
12557,2020-08-24,Introduction to Ethics,94.84536082474226,97
12558,2020-08-24,Introduction to Film Analysis,86.73469387755102,98
12559,2020-08-24,Introduction to Film Studies,90.9090909090909,55
12560,2020-08-24,Introduction to Film Theory,82.6086956521739,23
12561,2020-08-24,Introduction to Financial Accounting,96.8586387434555,382
12562,2020-08-24,Introduction to Financial Mathematics,100.0,17
12563,2020-08-24,Introduction to Geographic Databases,87.5,8
12564,2020-08-24,Introduction to Geology,90.69767441860465,43
12565,2020-08-24,Introduction to Global Health Studies,95.55555555555556,90
12566,2020-08-24,Introduction to Graduate Study in Music,100.0,19
12567,2020-08-24,Introduction to Grant Writing,50.0,8
12568,2020-08-24,Introduction to Group Counseling,95.23809523809523,21
12569,2020-08-24,Introduction to Health Care Professions,92.3076923076923,39
12570,2020-08-24,Introduction to Health and Wellness,0.0,3
12571,2020-08-24,Introduction to Human Pathology Grad Stu,100.0,147
12572,2020-08-24,Introduction to Informatics,100.0,24
12573,2020-08-24,Introduction to Intermedia,96.0,25
12574,2020-08-24,Introduction to International Relations,96.07843137254902,306
12575,2020-08-24,Introduction to International Studies,94.20289855072464,69
12576,2020-08-24,Introduction to Islamic Civilization,95.65217391304348,46
12577,2020-08-24,Introduction to Japanese Linguistics,100.0,16
12578,2020-08-24,Introduction to Jazz Improvisation,100.0,10
12579,2020-08-24,Introduction to Jewelry and Metal Arts,100.0,22
12580,2020-08-24,Introduction to Latin American Studies,96.42857142857143,28
12581,2020-08-24,Introduction to Latina/o/x Studies,100.0,46
12582,2020-08-24,Introduction to Law,95.27027027027027,592
12583,2020-08-24,Introduction to Leadership,99.15254237288136,118
12584,2020-08-24,Introduction to Linear Algebra,94.88636363636364,176
12585,2020-08-24,Introduction to Linguistics,90.9090909090909,88
12586,2020-08-24,Introduction to Management,98.1785063752277,549
12587,2020-08-24,Introduction to Marketing Strategy,95.8795562599049,631
12588,2020-08-24,Introduction to Media Production,100.0,52
12589,2020-08-24,Introduction to Metaphysics,100.0,30
12590,2020-08-24,Introduction to Multimedia Storytelling,98.0,50
12591,2020-08-24,Introduction to Museum Studies,98.21428571428571,56
12592,2020-08-24,Introduction to Music Research,100.0,15
12593,2020-08-24,Introduction to Operative Dentistry,98.78048780487805,82
12594,2020-08-24,Introduction to Operative Dentistry III,0.0,12
12595,2020-08-24,Introduction to Philosophy,95.40229885057471,87
12596,2020-08-24,Introduction to Political Analysis,97.53086419753086,81
12597,2020-08-24,Introduction to Political Behavior,91.11111111111111,45
12598,2020-08-24,Introduction to Political Communication,91.66666666666666,12
12599,2020-08-24,Introduction to Postcolonial Studies,100.0,23
12600,2020-08-24,Introduction to Printmaking,100.0,34
12601,2020-08-24,Introduction to Programming,100.0,4
12602,2020-08-24,Introduction to Public Health,100.0,50
12603,2020-08-24,Introduction to Public Health Methods,98.78048780487805,82
12604,2020-08-24,Introduction to Quantum Mechanics I,87.5,16
12605,2020-08-24,Introduction to Radiation Therapy,100.0,7
12606,2020-08-24,Introduction to Reading Literature,100.0,17
12607,2020-08-24,Introduction to Research,100.0,20
12608,2020-08-24,Introduction to Social Justice,98.61111111111111,72
12609,2020-08-24,Introduction to Social Media & Politics,95.94594594594594,74
12610,2020-08-24,Introduction to Social Psychology,99.35064935064936,308
12611,2020-08-24,Introduction to Sociology,94.78609625668449,748
12612,2020-08-24,Introduction to Software Design,95.0,80
12613,2020-08-24,Introduction to Spanish Syntax,100.0,16
12614,2020-08-24,Introduction to Statistical Methods,98.78048780487805,82
12615,2020-08-24,Introduction to Stuttering,100.0,36
12616,2020-08-24,Introduction to Substance Abuse,97.91666666666666,144
12617,2020-08-24,Introduction to Sustainability,83.60655737704919,61
12618,2020-08-24,Introduction to Symbolic Logic,92.0,25
12619,2020-08-24,Introduction to Syntax,100.0,15
12620,2020-08-24,Introduction to Taxation,97.36842105263158,76
12621,2020-08-24,Introduction to Therapeutic Recreation,95.74468085106383,47
12622,2020-08-24,Introduction to Translational Research,100.0,8
12623,2020-08-24,Introduction to Travel and Tourism,90.32258064516128,31
12624,2020-08-24,Introduction to Twentieth-Century Art,92.85714285714286,14
12625,2020-08-24,Introduction to Weight Training,0.0,2
12626,2020-08-24,Introduction to Workout Design,0.0,2
12627,2020-08-24,Introduction to the Alexander Technique,100.0,11
12628,2020-08-24,Introduction to the Feldenkrais Method,100.0,10
12629,2020-08-24,Introduction to the History Major,90.9090909090909,44
12630,2020-08-24,Introduction to the Politics of Race,98.64864864864865,74
12631,2020-08-24,Introduction to the Politics of Religion,82.35294117647058,68
12632,2020-08-24,Introductory Animal Biology,96.875,128
12633,2020-08-24,Introductory Astronomy Laboratory,100.0,2
12634,2020-08-24,Introductory Financial Management,93.88489208633094,556
12635,2020-08-24,Introductory Longitudinal Data Analysis,100.0,21
12636,2020-08-24,Introductory Methodology,100.0,8
12637,2020-08-24,Introductory Physics I,96.12403100775194,129
12638,2020-08-24,Introductory Physics II,94.03669724770643,218
12639,2020-08-24,Introductory Seminar Actuarial Science,100.0,29
12640,2020-08-24,Intuitive Eating,0.0,2
12641,2020-08-24,Investment Banking,100.0,36
12642,2020-08-24,Investment Management,100.0,188
12643,2020-08-24,Issues & Ethics in Professional Psych,100.0,5
12644,2020-08-24,Issues and Policies in Higher Education,100.0,13
12645,2020-08-24,Issues in K-12 Assessment,100.0,16
12646,2020-08-24,Issues in Popular Music: Women Who Rock,85.71428571428571,7
12647,2020-08-24,Issues in U.S. Schools,92.0,25
12648,2020-08-24,Italian for Travelers,50.0,2
12649,2020-08-24,Japanese for Professional Purposes I,100.0,12
12650,2020-08-24,Jazz Band,100.0,30
12651,2020-08-24,Jazz Cultures in America and Abroad,95.23809523809523,21
12652,2020-08-24,Jazz Matters,100.0,7
12653,2020-08-24,Jazz Rhythms and Interpretation I,92.85714285714286,14
12654,2020-08-24,Journal Review Practicum,100.0,10
12655,2020-08-24,Journalistic Reporting and Writing,93.87755102040816,49
12656,2020-08-24,"Judaism, Christianity, and Islam",89.1891891891892,37
12657,2020-08-24,Judgment and Decision Making,97.87234042553192,47
12658,2020-08-24,Juvenile Delinquency,94.54545454545455,55
12659,2020-08-24,Kantorei,100.0,23
12660,2020-08-24,Kinesiology and Pathomechanics,100.0,43
12661,2020-08-24,"Kings, Gods, & Heroes: Near Eastern Art",95.23809523809523,21
12662,2020-08-24,Knowledge Discovery,100.0,56
12663,2020-08-24,Korean Language in Culture and Society,100.0,9
12664,2020-08-24,LGBTQ Topics in Education,84.61538461538461,13
12665,2020-08-24,LGBTQ/Queer Studies,100.0,22
12666,2020-08-24,Lab Methods in Biological Anthropology,100.0,1
12667,2020-08-24,Laboratory in Cognitive Neuroscience,100.0,15
12668,2020-08-24,Laboratory in Psychology,100.0,26
12669,2020-08-24,Lambda Calculus and Applications,100.0,13
12670,2020-08-24,Land Use Planning: Law and Practice,90.0,10
12671,2020-08-24,Language Attitudes: Is How You Sound How You Are Seen?,100.0,26
12672,2020-08-24,Language Disorders: Birth to 5 Years,100.0,14
12673,2020-08-24,Language Disorders: School-Aged Children,100.0,23
12674,2020-08-24,Language Rights,95.78947368421052,95
12675,2020-08-24,Language Structure for Teaching ELLs,100.0,8
12676,2020-08-24,Language and Formal Reasoning,71.875,32
12677,2020-08-24,Language and Learning,97.91666666666666,48
12678,2020-08-24,"Language, Culture, and Communication",89.85507246376811,69
12679,2020-08-24,"Language, Justice, and the Law",100.0,17
12680,2020-08-24,Languages of the World,100.0,21
12681,2020-08-24,Latin Literature of the Empire I,100.0,9
12682,2020-08-24,Latin Thesis,100.0,1
12683,2020-08-24,Latina/o/x Literature in the U.S.,100.0,16
12684,2020-08-24,Law and Ethics,100.0,69
12685,2020-08-24,Law and Family Across Cultures,95.45454545454545,22
12686,2020-08-24,Ldrship & Personal Development MSL101,100.0,28
12687,2020-08-24,Leadership Skills for Engineers,97.82608695652173,46
12688,2020-08-24,Leadership Studies I,100.0,8
12689,2020-08-24,Leadership Theory to Practice,96.66666666666667,30
12690,2020-08-24,Leadership U,100.0,4
12691,2020-08-24,Leadership and Management Essentials,100.0,29
12692,2020-08-24,Leadership and Personal Development,99.12663755458514,229
12693,2020-08-24,Leadership and Political Advocacy,100.0,14
12694,2020-08-24,Leadership and Resourcefulness,0.0,2
12695,2020-08-24,Leadership of Healthcare Organizations,100.0,16
12696,2020-08-24,Leading Innovation,100.0,21
12697,2020-08-24,Learning & Instruc for Today's Classroom,94.87179487179486,39
12698,2020-08-24,Learning About Learning,87.8048780487805,164
12699,2020-08-24,Learning Assistants Training,100.0,28
12700,2020-08-24,Learning Communities,100.0,18
12701,2020-08-24,Learning Environments: Design,100.0,20
12702,2020-08-24,Learning Online Successfully,88.88888888888889,18
12703,2020-08-24,Learning to Teach Second Languages I,100.0,9
12704,2020-08-24,Legal Analysis Writing and Research I,99.45054945054946,182
12705,2020-08-24,Legal Aspects of Healthcare,100.0,36
12706,2020-08-24,Legal Aspects of School Personnel,100.0,12
